title,handle,shopify_product_id,loose_price,cib_price,ratio,uplift_when,uplift_run
NASCAR Thunder 2003 - Xbox Game,nascar-thunder-2003-xbox-game,gid://shopify/Product/7956720484386,10.9,18.99,1.74,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NASCAR Thunder 2004 - PS2 Game,nascar-thunder-2004-ps2-game,gid://shopify/Product/7956720549922,14.27,24.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NASCAR Thunder 2004 - Xbox Game,nascar-thunder-2004-xbox-game,gid://shopify/Product/7956720582690,11.69,20.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA 09 The Inside - PS2 Game,nba-09-the-inside-ps2-game,gid://shopify/Product/7956720779298,8.87,14.99,1.69,2026-04-13T10:19:00,fix-cib-equals-loose-20260413_101900.csv
NBA 09 The Inside - PSP Game,nba-09-the-inside-psp-game,gid://shopify/Product/7956720812066,5.28,8.99,1.7,2026-04-13T10:19:00,fix-cib-equals-loose-20260413_101900.csv
NBA 10: The Inside - PSP Game,nba-10-the-inside-psp-game,gid://shopify/Product/7956720844834,8.53,14.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA 3 on 3 Featuring Kobe Bryant - Gameboy Color Game,nba-3-on-3-featuring-kobe-bryant-gameboy-color-game,gid://shopify/Product/7956721434658,10.66,18.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Action '95 starring David Robinson - Sega Genesis Game,nba-action-95-starring-david-robinson-sega-genesis-game,gid://shopify/Product/7956721467426,7.19,11.99,1.67,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Action 94 - Sega Genesis Game,nba-action-94-sega-genesis-game,gid://shopify/Product/7956721500194,8.4,14.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA All-Star Challenge - Sega Genesis Game,nba-all-star-challenge-sega-genesis-game,gid://shopify/Product/7956721565730,6.0,9.99,1.67,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Ballers Phenom - PS2 Game,nba-ballers-phenom-ps2-game,gid://shopify/Product/7956721631266,18.98,33.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Ballers Phenom - Xbox Game,nba-ballers-phenom-xbox-game,gid://shopify/Product/7956721664034,10.83,18.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Hang Time - PS1 Game,nba-hang-time-ps1-game,gid://shopify/Product/7956721860642,75.98,135.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA In the Zone '99 - PS1 Game,nba-in-the-zone-99-ps1-game,gid://shopify/Product/7956722057250,18.6,32.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Jam - SNES Game,nba-jam-snes-game,gid://shopify/Product/7956722384930,19.73,34.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Jam Tournament Edition - Sega Genesis Game,nba-jam-tournament-edition-sega-genesis-game,gid://shopify/Product/7956722647074,13.17,22.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Jam Tournament Edition - SNES Game,nba-jam-tournament-edition-snes-game,gid://shopify/Product/7956722679842,22.24,39.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Live 95 - Sega Genesis Game,nba-live-95-sega-genesis-game,gid://shopify/Product/7956723367970,6.6,10.99,1.67,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Live 96 - Sega Genesis Game,nba-live-96-sega-genesis-game,gid://shopify/Product/7956723400738,8.37,14.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Live 97 - Sega Genesis Game,nba-live-97-sega-genesis-game,gid://shopify/Product/7956723466274,10.86,18.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Live 98 - Sega Genesis Game,nba-live-98-sega-genesis-game,gid://shopify/Product/7956723531810,15.36,26.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA ShootOut 2000 - PS1 Game,nba-shootout-2000-ps1-game,gid://shopify/Product/7956723662882,8.23,13.99,1.7,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA ShootOut 2001 - PS2 Game,nba-shootout-2001-ps2-game,gid://shopify/Product/7956723728418,6.59,10.99,1.67,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA ShootOut 2002 - PS1 Game,nba-shootout-2002-ps1-game,gid://shopify/Product/7956723761186,8.13,13.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA ShootOut 97 - PS1 Game,nba-shootout-97-ps1-game,gid://shopify/Product/7956723859490,9.46,16.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA ShootOut 98 - PS1 Game,nba-shootout-98-ps1-game,gid://shopify/Product/7956723892258,9.41,15.99,1.7,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Street Vol 3 - Gamecube Game,nba-street-vol-3-gamecube-game,gid://shopify/Product/7956724187170,49.99,88.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NBA Street Vol 3 - Xbox Game,nba-street-vol-3-xbox-game,gid://shopify/Product/7956724252706,13.39,23.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Basketball 09 - PS2 Game,ncaa-basketball-09-ps2-game,gid://shopify/Product/7956724318242,16.09,27.99,1.74,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Basketball Final Four 97 - PS1 Game,ncaa-basketball-final-four-97-ps1-game,gid://shopify/Product/7956724351010,8.89,15.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA College Basketball 2K3 - Xbox Game,ncaa-college-basketball-2k3-xbox-game,gid://shopify/Product/7956724383778,8.05,13.99,1.74,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA College Football 2K3 - Gamecube Game,ncaa-college-football-2k3-gamecube-game,gid://shopify/Product/7956724416546,12.82,22.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Final Four 2000 - PS1 Game,ncaa-final-four-2000-ps1-game,gid://shopify/Product/7956724449314,8.93,15.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Final Four 2001 - PS2 Game,ncaa-final-four-2001-ps2-game,gid://shopify/Product/7956724482082,4.92,7.99,1.62,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Final Four 2002 - PS2 Game,ncaa-final-four-2002-ps2-game,gid://shopify/Product/7956724514850,5.78,9.99,1.73,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Final Four 2003 - PS2 Game,ncaa-final-four-2003-ps2-game,gid://shopify/Product/7956724547618,6.52,10.99,1.69,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Final Four 2004 - PS2 Game,ncaa-final-four-2004-ps2-game,gid://shopify/Product/7956724580386,8.36,14.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Final Four 99 - PS1 Game,ncaa-final-four-99-ps1-game,gid://shopify/Product/7956724613154,6.59,10.99,1.67,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Final Four Basketball - Sega Genesis Game,ncaa-final-four-basketball-sega-genesis-game,gid://shopify/Product/7956724645922,14.2,24.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Football - Sega Genesis Game,ncaa-football-sega-genesis-game,gid://shopify/Product/7956724678690,7.25,12.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Football 08 - PS2 Game,ncaa-football-08-ps2-game,gid://shopify/Product/7956724711458,10.45,17.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Football 09 - PS2 Game,ncaa-football-09-ps2-game,gid://shopify/Product/7956724744226,14.8,25.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Football 11 - PS2 Game,ncaa-football-11-ps2-game,gid://shopify/Product/7956724776994,74.99,133.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Football 2002 - PS2 Game,ncaa-football-2002-ps2-game,gid://shopify/Product/7956724875298,8.15,13.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Football 2003 - Gamecube Game,ncaa-football-2003-gamecube-game,gid://shopify/Product/7956724940834,7.36,12.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Football 2004 - Gamecube Game,ncaa-football-2004-gamecube-game,gid://shopify/Product/7956725006370,9.27,15.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Football 2004 - Xbox Game,ncaa-football-2004-xbox-game,gid://shopify/Product/7956725071906,8.73,14.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Football 2005 - Gamecube Game,ncaa-football-2005-gamecube-game,gid://shopify/Product/7956725104674,20.52,35.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Football 2005 - PS2 Game,ncaa-football-2005-ps2-game,gid://shopify/Product/7956725202978,8.13,13.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Football 2006 - PS2 Game,ncaa-football-2006-ps2-game,gid://shopify/Product/7956725235746,13.51,23.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Football 2007 - PS2 Game,ncaa-football-2007-ps2-game,gid://shopify/Product/7956725301282,10.37,17.99,1.73,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA GameBreaker '98 - PS1 Game,ncaa-gamebreaker-98-ps1-game,gid://shopify/Product/7956725399586,7.62,12.99,1.7,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA GameBreaker 2000 - PS1 Game,ncaa-gamebreaker-2000-ps1-game,gid://shopify/Product/7956725432354,8.97,15.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA Gamebreaker 99 - PS1 Game,ncaa-gamebreaker-99-ps1-game,gid://shopify/Product/7956725497890,7.79,13.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA March Madness 2000 - PS1 Game,ncaa-march-madness-2000-ps1-game,gid://shopify/Product/7956725530658,8.82,14.99,1.7,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NCAA March Madness 98 - PS1 Game,ncaa-march-madness-98-ps1-game,gid://shopify/Product/7956725563426,7.64,12.99,1.7,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Neverland Card Battles - PSP Game,neverland-card-battles-psp-game,gid://shopify/Product/7956726710306,9.46,16.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL Blitz 2000 - Gameboy Color Game,nfl-blitz-2000-gameboy-color-game,gid://shopify/Product/7956727267362,8.16,13.99,1.71,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL Blitz 2001 - PS1 Game,nfl-blitz-2001-ps1-game,gid://shopify/Product/7956727365666,16.38,28.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL Blitz 2002 - Xbox Game,nfl-blitz-2002-xbox-game,gid://shopify/Product/7956727398434,13.83,23.99,1.73,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL Blitz 2003 - Gamecube Game,nfl-blitz-2003-gamecube-game,gid://shopify/Product/7956727431202,20.71,36.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL Blitz Pro - Gamecube Game,nfl-blitz-pro-gamecube-game,gid://shopify/Product/7956727463970,42.0,74.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL Blitz Pro - PS2 Game,nfl-blitz-pro-ps2-game,gid://shopify/Product/7956727496738,13.34,23.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL Football - NES Game,nfl-football-nes-game,gid://shopify/Product/7956727627810,8.12,13.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL Football '94 Starring Joe Montana - Sega Genesis Game,nfl-football-94-starring-joe-montana-sega-genesis-game,gid://shopify/Product/7956727660578,4.54,7.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL Full Contact - PS1 Game,nfl-full-contact-ps1-game,gid://shopify/Product/7956727726114,8.91,15.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL GameDay 2000 - PS1 Game,nfl-gameday-2000-ps1-game,gid://shopify/Product/7956727758882,5.91,9.99,1.69,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL Gameday 2004 - PS2 Game,nfl-gameday-2004-ps2-game,gid://shopify/Product/7956727889954,8.57,14.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL Head Coach - PS2 Game,nfl-head-coach-ps2-game,gid://shopify/Product/7956727955490,10.11,17.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NFL Xtreme 2 - PS1 Game,nfl-xtreme-2-ps1-game,gid://shopify/Product/7956728381474,8.42,14.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NHL 2002 - GBA Game,nhl-2002-gba-game,gid://shopify/Product/7956728872994,36.93,65.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NHL 2K10 - PS2 Game,nhl-2k10-ps2-game,gid://shopify/Product/7956729298978,12.05,20.99,1.74,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NHL 94 - SNES Game,nhl-94-snes-game,gid://shopify/Product/7956729626658,15.44,26.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NHL 96 - Sega Genesis Game,nhl-96-sega-genesis-game,gid://shopify/Product/7956729692194,5.95,9.99,1.68,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NHL 97 - Sega Genesis Game,nhl-97-sega-genesis-game,gid://shopify/Product/7956729757730,9.47,16.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NHL FaceOff 2001 - PS2 Game,nhl-faceoff-2001-ps2-game,gid://shopify/Product/7956730085410,7.51,12.99,1.73,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NHL Hitz Pro - Gamecube Game,nhl-hitz-pro-gamecube-game,gid://shopify/Product/7956730249250,28.66,50.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NHL Open Ice 2 on 2 Challenge - PS1 Game,nhl-open-ice-2-on-2-challenge-ps1-game,gid://shopify/Product/7956730282018,69.99,124.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NHL Powerplay 96 - PS1 Game,nhl-powerplay-96-ps1-game,gid://shopify/Product/7956730347554,9.12,15.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NHL Stanley Cup - SNES Game,nhl-stanley-cup-snes-game,gid://shopify/Product/7956730445858,5.86,9.99,1.7,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
"Ni Hao, Kai-lan: Super Game Day - PS2 Game",ni-hao-kai-lan-super-game-day-ps2-game,gid://shopify/Product/7956730544162,7.54,12.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Nicktoons Racing - Gameboy Color Game,nicktoons-racing-gameboy-color-game,gid://shopify/Product/7956730642466,8.18,13.99,1.71,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Nicktoons Unite - Gamecube Game,nicktoons-unite-gamecube-game,gid://shopify/Product/7956730708002,20.46,35.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Nigel Mansell's World Championship Racing - Sega Genesis Game,nigel-mansells-world-championship-racing-sega-genesis-game,gid://shopify/Product/7956730740770,6.82,11.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Nightmare Creatures - Nintendo 64 Game,nightmare-creatures-nintendo-64-game,gid://shopify/Product/7956731002914,30.8,54.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Nightshade - NES Game,nightshade-nes-game,gid://shopify/Product/7956731166754,47.89,85.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Ninja Crusaders - NES Game,ninja-crusaders-nes-game,gid://shopify/Product/7956731265058,58.73,104.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Ninja Gaiden II The Dark Sword of Chaos - NES Game,ninja-gaiden-ii-the-dark-sword-of-chaos-nes-game,gid://shopify/Product/7956731428898,21.2,37.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Ninja Gaiden III Ancient Ship of Doom - NES Game,ninja-gaiden-iii-ancient-ship-of-doom-nes-game,gid://shopify/Product/7956731461666,144.64,259.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Normy's Beach Babe-O-Rama - Sega Genesis Game,normys-beach-babe-o-rama-sega-genesis-game,gid://shopify/Product/7956731658274,68.28,121.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NRA Gun Club - PS2 Game,nra-gun-club-ps2-game,gid://shopify/Product/7956731756578,7.92,13.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
NSYNC Get to the Show - Gameboy Color Game,nsync-get-to-the-show-gameboy-color-game,gid://shopify/Product/7956731789346,4.35,6.99,1.61,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Obscure The Aftermath - PS2 Game,obscure-the-aftermath-ps2-game,gid://shopify/Product/7956731822114,43.13,76.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Omikron The Nomad Soul - Sega Dreamcast Game,omikron-the-nomad-soul-sega-dreamcast-game,gid://shopify/Product/7956732477474,50.42,89.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
One - PS1 Game,one-ps1-game,gid://shopify/Product/7956732510242,20.99,36.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
One Piece Grand Adventure - Gamecube Game,one-piece-grand-adventure-gamecube-game,gid://shopify/Product/7956732543010,51.52,91.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Ooga Booga - Sega Dreamcast Game,ooga-booga-sega-dreamcast-game,gid://shopify/Product/7956732968994,27.98,49.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
ORB 3D - NES Game,orb-3d-nes-game,gid://shopify/Product/7956733132834,11.37,19.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Oriental Blue [Homebrew] - GBA Game,oriental-blue-homebrew-gba-game,gid://shopify/Product/7956733165602,36.26,64.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Othello - NES Game,othello-nes-game,gid://shopify/Product/7956733198370,7.6,12.99,1.71,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Out of Gas - Gameboy Game,out-of-gas-gameboy-game,gid://shopify/Product/7956733329442,33.19,58.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Out of This World - SNES Game,out-of-this-world-snes-game,gid://shopify/Product/7956733362210,23.3,40.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Outlaw Golf: 9 More Holes of X-Mas - Xbox Game,outlaw-golf-9-more-holes-of-x-mas-xbox-game,gid://shopify/Product/7956733526050,7.86,13.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Outlaw Golf: Holiday Golf - Xbox Game,outlaw-golf-holiday-golf-xbox-game,gid://shopify/Product/7956733558818,8.51,14.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Outlaw Volleyball Red Hot - Xbox Game,outlaw-volleyball-red-hot-xbox-game,gid://shopify/Product/7956733722658,7.68,12.99,1.69,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
OutRun 2019 - Sega Genesis Game,outrun-2019-sega-genesis-game,gid://shopify/Product/7956733952034,26.09,45.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
OutRunners - Sega Genesis Game,outrunners-sega-genesis-game,gid://shopify/Product/7956733984802,37.57,66.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Pac-Man World Rally - Gamecube Game,pac-man-world-rally-gamecube-game,gid://shopify/Product/7956734804002,23.23,40.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Paladin's Quest - SNES Game,paladins-quest-snes-game,gid://shopify/Product/7956735066146,64.16,114.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Panel Action Bingo - Gameboy Game,panel-action-bingo-gameboy-game,gid://shopify/Product/7956735197218,12.51,21.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Pangya: Fantasy Golf - PSP Game,pangya-fantasy-golf-psp-game,gid://shopify/Product/7956735229986,17.49,30.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Panic - Sega CD Game,panic-sega-cd-game,gid://shopify/Product/7956735262754,98.14,175.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Payout Poker and Casino - PSP Game,payout-poker-and-casino-psp-game,gid://shopify/Product/7956736245794,13.71,23.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Peace Keepers - SNES Game,peace-keepers-snes-game,gid://shopify/Product/7956736311330,93.53,167.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Pete Sampras Tennis - Sega Genesis Game,pete-sampras-tennis-sega-genesis-game,gid://shopify/Product/7956736507938,17.39,30.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Petz Catz 2 - PS2 Game,petz-catz-2-ps2-game,gid://shopify/Product/7956736671778,16.34,28.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Petz Dogz 2 - PS2 Game,petz-dogz-2-ps2-game,gid://shopify/Product/7956736704546,10.87,18.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Petz: Dogz Family - PSP Game,petz-dogz-family-psp-game,gid://shopify/Product/7956736737314,15.98,27.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Petz: Hamsterz Bunch - PSP Game,petz-hamsterz-bunch-psp-game,gid://shopify/Product/7956736802850,6.19,10.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Petz: Saddle Club - PSP Game,petz-saddle-club-psp-game,gid://shopify/Product/7956736835618,11.52,19.99,1.74,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
PGA Tour Golf 3 - Sega Genesis Game,pga-tour-golf-3-sega-genesis-game,gid://shopify/Product/7956736999458,12.59,21.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Phalanx - SNES Game,phalanx-snes-game,gid://shopify/Product/7956737097762,40.05,71.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Phantasy Star II - Sega Genesis Game,phantasy-star-ii-sega-genesis-game,gid://shopify/Product/7956737228834,56.87,101.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Phantasy Star III Generations of Doom - Sega Genesis Game,phantasy-star-iii-generations-of-doom-sega-genesis-game,gid://shopify/Product/7956737261602,42.8,76.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Phantasy Star IV - Sega Genesis Game,phantasy-star-iv-sega-genesis-game,gid://shopify/Product/7956737294370,104.39,186.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Phantom 2040 - Sega Genesis Game,phantom-2040-sega-genesis-game,gid://shopify/Product/7956737589282,18.79,32.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Phantom Brave: The Hermuda Triangle - PSP Game,phantom-brave-the-hermuda-triangle-psp-game,gid://shopify/Product/7956737654818,22.4,39.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Phantom Fighter - NES Game,phantom-fighter-nes-game,gid://shopify/Product/7956737785890,21.05,36.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Phil of the Future - GBA Game,phil-of-the-future-gba-game,gid://shopify/Product/7956737818658,5.79,9.99,1.73,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Phix the Adventure - PS1 Game,phix-the-adventure-ps1-game,gid://shopify/Product/7956737884194,16.15,28.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Pilotwings - SNES Game,pilotwings-snes-game,gid://shopify/Product/7956738080802,18.15,31.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Pinball Hall of Fame The Williams Collection - PSP Game,pinball-hall-of-fame-the-williams-collection-psp-game,gid://shopify/Product/7956738277410,10.82,18.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Pinball Hall of Fame: The Williams Collection - PS2 Game,pinball-hall-of-fame-the-williams-collection-ps2-game,gid://shopify/Product/7956738310178,9.31,15.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Pinocchio - Sega Genesis Game,pinocchio-sega-genesis-game,gid://shopify/Product/7956738506786,42.04,74.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Pinocchio - SNES Game,pinocchio-snes-game,gid://shopify/Product/7956738572322,28.96,51.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Pipe Dreams 3D - PS1 Game,pipe-dreams-3d-ps1-game,gid://shopify/Product/7956738637858,6.02,9.99,1.66,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Pirates Legend of the Black Buccaneer - PS2 Game,pirates-legend-of-the-black-buccaneer-ps2-game,gid://shopify/Product/7956738834466,7.56,12.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Pirates of Dark Water - Sega Genesis Game,pirates-of-dark-water-sega-genesis-game,gid://shopify/Product/7956738900002,86.23,154.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Pitfall Mayan Adventure - SNES Game,pitfall-mayan-adventure-snes-game,gid://shopify/Product/7956739194914,10.74,18.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
PK Out of the Shadows - Gamecube Game,pk-out-of-the-shadows-gamecube-game,gid://shopify/Product/7956739358754,15.69,27.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
